parameter,median,hpd_min,hpd_max
n_sr__268,420.07639997613296,329.38264494423913,523.2771455374073
n_sr__267,298.99500008710686,234.44250607601313,372.44951200407206
n_sr__266,298.99500008710686,234.44250607601313,372.44951200407206
n_sr__265,416.55066711974376,326.6181116029939,518.8852410525955
n_sr__264,286.95166451753664,224.99930544850477,357.4474736606853
n_sr__263,267.1459968656584,209.46964656637553,332.77612046177615
n_sr__262,222.54478091488875,174.4977545999895,277.21766259186904
n_sr__261,396.11535518006576,310.59474752604467,493.42955798977937
n_sr__260,385.2454411310156,302.07162877908314,479.889217241889
n_sr__259,308.30307670891114,241.74098534599287,384.0443165809965
n_sr__258,308.30307670891114,241.74098534599287,384.0443165809965
n_sr__257,127.02795654203044,99.60284441128584,158.23508891844466
n_sr__256,396.11535518006576,310.59474752604467,493.42955798977937
n_sr__255,244.23327940007852,191.5037444540418,304.2344042583071
n_sr__254,266.89957156174887,209.2764240516437,332.4691555153396
n_sr__253,189.22578775339574,148.37227338982126,235.71314666401156
n_sr__252,466.82621849320094,366.03925996638725,581.5120561141335
n_sr__251,205.68010327525946,161.27413116532696,256.2098164567966
n_sr__250,182.47134838413115,143.07610558632106,227.29933490725713
n_sr__249,197.0400992255532,154.4994887755548,245.44721075740762
n_sr__248,331.86031895882013,260.21226047667875,413.38889885690145
n_sr__247,117.45935911918538,92.10009032245247,146.3157610378319
n_sr__246,100.33576171079986,78.67344744116993,124.98538595915376
n_sr__245,100.33576171079986,78.67344744116993,124.98538595915376
